Color,Document name,Code,Weight score,Segment,Author,Creation date,Comment,Document group,Area,Coverage %,Beginning,End
●,9_L,ISR\Netanyahu,0,Mr. Netanyahu,maxku,28-May-18 13:17:44,,,13,0.04,29,29
●,9_L,Properties\Affection\Refusal,0,skeptical reaction,maxku,28-May-18 13:17:50,"Netanyahu
Presentation",,18,0.06,29,29
●,9_L,ISR\Netanyahu,0,the Israeli leader,maxku,28-May-18 13:18:14,,,18,0.06,29,29
●,9_L,USA\Trump,0,Mr. Trump,maxku,28-May-18 13:18:19,,,9,0.03,29,29
●,9_L,Properties\Importance\Unimportant,0,an audience of one,maxku,28-May-18 13:18:30,"Netanyahu
Presentation",,18,0.06,29,29
●,9_L,ISR\Netanyahu,0,Netanyahu,maxku,28-May-18 13:18:47,,,9,0.03,30,30
●,9_L,Properties\Importance\Important & Intense,0,a real opportunity,maxku,28-May-18 13:18:51,Netanyahu,,18,0.06,30,30
●,9_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,achieve things,maxku,28-May-18 13:19:05,Netanyahu,,14,0.05,30,30
●,9_L,USA\USA-I,0,a former American ambassador to Israel,maxku,28-May-18 13:19:18,,,38,0.12,30,30
●,9_L,USA\USA-I,0,Daniel B. Shapiro,maxku,28-May-18 13:19:21,,,17,0.06,30,30
●,9_L,ISR,0,Israel,maxku,28-May-18 13:19:27,,,6,0.02,30,30
●,9_L,Nuclear deal,0,the deal,AnZhu,17-Jan-19 12:56:10,,,8,0.03,17,17
●,9_L,IRN files,0,the disclosures,AnZhu,17-Jan-19 14:24:00,,,15,0.05,3,3
●,9_L,IRN files,0,the disclosures,AnZhu,17-Jan-19 14:24:06,,,15,0.05,9,9
●,9_LL,ISR\Netanyahu,0,Benjamin Netanyahu,maxku,15-May-18 21:47:47,,,18,0.57,1,1
●,9_LL,Nuclear deal,0,Iran Nuclear Agreement,maxku,15-May-18 21:47:51,,,22,0.70,1,1
●,9_LL,IRN,0,Iran's leaders,maxku,15-May-18 21:47:56,,,14,0.44,2,2
●,9_LL,IRN nuclear activity,0,pursuing nuclear weapons,maxku,15-May-18 21:48:01,,,24,0.76,2,2
●,9_LL,ISR\Netanyahu,0,Netanyahu,maxku,15-May-18 21:48:04,,,9,0.28,2,2
●,9_LL,ISR,0,Israel,maxku,15-May-18 21:48:10,,,6,0.19,3,3
●,9_LL,IRN files,0,evidence,maxku,15-May-18 21:48:48,,,8,0.25,3,3
●,9_LL,IRN,0,Iran,maxku,15-May-18 21:48:52,,,4,0.13,3,3
●,9_LL,IRN nuclear activity,0,continued gathering nuclear knowledge,maxku,28-May-18 10:20:42,,,37,1.17,3,3
●,9_LL,Nuclear deal,0,a 2015 agreement,maxku,15-May-18 21:49:07,,,16,0.51,3,3
●,9_LL,Nuclear deal,0,the agreement,maxku,15-May-18 21:49:14,,,13,0.41,3,3
●,9_LL,USA,0,Washington,maxku,15-May-18 21:49:17,,,10,0.32,3,3
●,9_LL,IRN,0,Iran's leaders,maxku,15-May-18 21:49:39,,,14,0.44,4,4
●,9_LL,IRN nuclear activity,0,pursuing nuclear weapons,maxku,15-May-18 21:49:44,,,24,0.76,4,4
●,9_LL,ISR\Netanyahu,0,Prime Minister Benjamin Netanyahu,maxku,15-May-18 21:49:48,,,33,1.04,4,4
●,9_LL,IRN,0,Iran,maxku,15-May-18 21:49:56,,,4,0.13,4,4
●,9_LL,IRN,0,Iran,maxku,15-May-18 21:49:59,,,4,0.13,5,5
●,9_LL,IRN nuclear activity,0,a nuclear weapons program,maxku,15-May-18 21:50:08,,,25,0.79,5,5
●,9_LL,IRN files,0,secret files,maxku,15-May-18 21:50:16,,,12,0.38,5,5
●,9_LL,IRN,0,Iran,maxku,15-May-18 21:50:25,,,4,0.13,5,5
●,9_LL,Nuclear deal,0,the deal,maxku,15-May-18 21:50:33,,,8,0.25,5,5
●,9_LL,IRN nuclear activity,0,preserve and expand its nuclear weapons knowledge,maxku,15-May-18 21:50:40,,,49,1.55,5,5
●,9_LL,ISR\Netanyahu,0,Netanyahu,maxku,15-May-18 21:50:44,,,9,0.28,5,5
●,9_LL,IRN,0,Iran,maxku,15-May-18 21:50:48,,,4,0.13,6,6
●,9_LL,Nuclear deal,0,the nuclear deal,maxku,15-May-18 21:50:56,,,16,0.51,6,6
●,9_LL,ISR\Netanyahu,0,The Israeli leader,maxku,15-May-18 21:51:01,,,18,0.57,7,7
●,9_LL,IRN nuclear activity,0,historic secret Iranian nuclear facilities,maxku,28-May-18 09:57:29,,,42,1.33,7,7
●,9_LL,IRN files,0,Iranian documents,maxku,15-May-18 21:51:16,,,17,0.54,7,7
●,9_LL,IRN nuclear activity,0,plans to develop atomic weapons,maxku,28-May-18 09:57:51,,,31,0.98,7,7
●,9_LL,Nuclear deal,0,the nuclear deal,maxku,15-May-18 21:51:26,,,16,0.51,8,8
●,9_LL,IRN,0,Iran,maxku,15-May-18 21:51:29,,,4,0.13,8,8
●,9_LL,IRN files,0,secret files,maxku,15-May-18 21:51:35,,,12,0.38,8,8
●,9_LL,IRN,0,Iran,maxku,15-May-18 21:51:40,,,4,0.13,8,8
●,9_LL,IRN files,0,nuclear weapons files,maxku,15-May-18 21:51:45,,,21,0.66,8,8
●,9_LL,IRN nuclear activity,0,attempt of Iran to acquire nuclear weapons,maxku,28-May-18 09:56:54,,,42,1.33,14,14
●,9_LL,IRN nuclear activity,0,Iran's dangerous escalation of threats,maxku,28-May-18 09:58:08,,,38,1.20,13,13
●,9_LL,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,Disparages,maxku,28-May-18 10:19:23,Netanyahu,,10,0.32,1,1
●,9_LL,Properties\Violence & Unfair\Victim (receiving violence),0,Disparages,maxku,28-May-18 10:19:24,Nuclear deal,,10,0.32,1,1
●,9_LL,Properties\Importance\Important & Intense,0,repeatedly deny,maxku,28-May-18 10:19:57,"IRN nuclear activity
Nuclear deal",,15,0.47,2,2
●,9_LL,Properties\Behaviour & character\Not trustworthy,0,lied,maxku,28-May-18 10:20:19,IRN,,4,0.13,2,2
●,9_LL,IRN,0,Iran,maxku,28-May-18 10:20:22,,,4,0.13,2,2
●,9_LL,Properties\Behaviour & character\Not trustworthy,0,continued gathering nuclear knowledge after signing a 2015 agreement,maxku,28-May-18 10:21:14,IRN,,68,2.15,3,3
●,9_LL,Properties\Power & Strength\Powerful & Leading,0,continued gathering nuclear knowledge,maxku,28-May-18 10:21:24,IRN,,37,1.17,3,3
●,9_LL,Properties\Importance\Important & Intense,0,repeatedly deny,maxku,28-May-18 10:21:40,"IRN nuclear activity
Nuclear deal",,15,0.47,4,4
●,9_LL,Properties\Behaviour & character\Not trustworthy,0,lied,maxku,28-May-18 10:22:03,IRN,,4,0.13,4,4
●,9_LL,Properties\Behaviour & character\Not trustworthy,0,lied about,maxku,28-May-18 10:22:09,IRN,,10,0.32,5,5
●,9_LL,Properties\Power & Strength\Powerful & Leading,0,prove it did,maxku,28-May-18 10:22:28,IRN files,,12,0.38,5,5
●,9_LL,Properties\Behaviour & character\Not trustworthy,0,"even after the deal, Iran continued to preserve and expand its nuclear weapons knowledge",maxku,28-May-18 10:22:44,IRN,,88,2.78,5,5
●,9_LL,Properties\Behaviour & character\Not trustworthy,0,lied,maxku,28-May-18 10:22:57,IRN,,4,0.13,6,6
●,9_LL,Properties\Law\Unlawful,0,didn't come clear to the IAEA as required,maxku,28-May-18 10:28:23,IRN,,41,1.30,6,6
●,9_LL,Properties\Behaviour & character\SHOWN as Reasonable/Smart,0,spoke in English,maxku,28-May-18 10:28:37,Netanyahu,,16,0.51,7,7
●,9_LL,Properties\Importance\Important & Intense,0,historic secret,maxku,28-May-18 10:28:56,IRN nuclear activity,,15,0.47,7,7
●,9_LL,Properties\Power & Strength\Powerful & Leading,0,plans to,maxku,28-May-18 10:29:14,IRN,,8,0.25,7,7
●,9_LL,Properties\Power & Strength\Powerful & Leading,0,intensified its efforts,maxku,28-May-18 10:29:25,IRN,,23,0.73,8,8
●,9_LL,IRN nuclear activity,0,moved its nuclear weapons files to a highly secret location,maxku,28-May-18 10:29:45,,,59,1.87,8,8
●,9_LL,Properties\Importance\Important & Intense,0,highly secret,maxku,28-May-18 10:29:50,IRN nuclear activity,,13,0.41,8,8
●,9_LL,ISR\Netanyahu,0,Netanyahu,maxku,28-May-18 10:30:57,,,9,0.28,9,9
●,9_LL,IRN nuclear activity,0,secret Iranian nuclear project,maxku,28-May-18 10:31:04,,,30,0.95,9,9
●,9_LL,Properties\Importance\Important & Intense,0,secret,maxku,28-May-18 10:31:12,IRN nuclear activity,,6,0.19,9,9
●,9_LL,IRN nuclear activity,0,Amad,maxku,28-May-18 10:31:30,,,4,0.13,9,9
●,9_LL,IRN nuclear activity,0,work in the field had continued,maxku,28-May-18 10:31:48,,,31,0.98,9,9
●,9_LL,USA\Trump,0,U.S. President Donald Trump,maxku,28-May-18 10:31:58,,,27,0.85,10,10
●,9_LL,Properties\Power & Strength\Powerful & Leading,0,criticized,maxku,28-May-18 10:32:02,Trump,,10,0.32,10,10
●,9_LL,Properties\Power & Strength\Weak & Following,0,criticized,maxku,28-May-18 10:32:04,Nuclear deal,,10,0.32,10,10
●,9_LL,Nuclear deal,0,the 2015 agreement,maxku,28-May-18 10:32:37,,,18,0.57,10,10
●,9_LL,Properties\Economy\Positive - economy,0,lifted economic sanctions,maxku,28-May-18 10:32:50,IRN,,25,0.79,10,10
●,9_LL,IRN,0,Iran,maxku,28-May-18 10:33:00,,,4,0.13,10,10
●,9_LL,Properties\Power & Strength\Powerful & Leading,0,curbs to its nuclear program,maxku,28-May-18 10:33:55,Nuclear deal,,28,0.89,10,10
●,9_LL,USA\Trump,0,Trump,maxku,28-May-18 10:34:02,,,5,0.16,11,11
●,9_LL,Properties\Power & Strength\Powerful & Leading,0,threatened,maxku,28-May-18 10:34:07,Trump,,10,0.32,11,11
●,9_LL,Reaction to IRN deal,0,pull out of,maxku,28-May-18 10:34:19,,,11,0.35,11,11
●,9_LL,Nuclear deal,0,the agreement,maxku,28-May-18 10:34:25,,,13,0.41,11,11
●,9_LL,ISR\Netanyahu,0,Netanyahu,maxku,28-May-18 10:34:32,,,9,0.28,11,11
●,9_LL,USA\Trump,0,Trump,maxku,28-May-18 10:34:36,,,5,0.16,11,11
●,9_LL,Properties\Behaviour & character\SHOWN as Reasonable/Smart,0,do “the right thing”,maxku,28-May-18 10:34:41,Trump,,20,0.63,11,11
●,9_LL,Nuclear deal,0,the Iran deal,maxku,28-May-18 10:35:02,,,13,0.41,11,11
●,9_LL,ISR\Netanyahu,0,Netanyahu,maxku,28-May-18 10:35:05,,,9,0.28,12,12
●,9_LL,USA\USA-I,0,new U.S. Secretary of State Mike Pompeo,maxku,28-May-18 10:35:11,,,39,1.23,12,12
●,9_LL,Properties\Power & Strength\Powerful & Leading,0,talked tough about,maxku,28-May-18 10:35:25,"Netanyahu
USA-I",,18,0.57,12,12
●,9_LL,Properties\Importance\Important & Intense,0,tough,maxku,28-May-18 10:35:39,IRN,,5,0.16,12,12
●,9_LL,IRN,0,Iran,maxku,28-May-18 10:35:47,,,4,0.13,12,12
●,9_LL,Properties\Power & Strength\Weak & Following,0,deeply concerned,maxku,28-May-18 10:35:57,"Netanyahu
USA-I",,16,0.51,13,13
●,9_LL,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,threats,maxku,28-May-18 10:36:10,IRN,,7,0.22,13,13
●,9_LL,Properties\Violence & Unfair\Victim (receiving violence),0,threats,maxku,28-May-18 10:36:11,ISR,,7,0.22,13,13
●,9_LL,USA\USA-I,0,Pompeo,maxku,28-May-18 10:36:26,,,6,0.19,13,13
●,9_LL,ISR\Netanyahu,0,Netanyahu,maxku,28-May-18 10:36:31,,,9,0.28,14,14
●,9_LL,ISR,0,our two countries,maxku,28-May-18 10:36:39,,,17,0.54,14,14
●,9_LL,USA,0,our two countries,maxku,28-May-18 10:36:43,,,17,0.54,14,14
●,9_LL,IRN,0,militant Islam,maxku,28-May-18 10:36:53,,,14,0.44,14,14
●,9_LL,IRN nuclear activity,0,marriage of militant Islam with nuclear weapons,maxku,28-May-18 10:37:00,,,47,1.49,14,14
●,9_LL,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,greatest threat,maxku,28-May-18 10:37:08,"IRN
IRN nuclear activity",,15,0.47,14,14
●,9_LL,Properties\Violence & Unfair\Victim (receiving violence),0,greatest threat,maxku,28-May-18 10:37:09,"USA
ISR",,15,0.47,14,14
●,9_LL,ISR\Netanyahu,0,Netanyahu,maxku,28-May-18 10:37:26,,,9,0.28,15,15
●,9_LL,IRN,0,Iran,maxku,28-May-18 10:37:29,,,4,0.13,15,15
●,9_LL,USA\Trump,0,Trump,maxku,28-May-18 10:37:34,,,5,0.16,15,15
●,9_LL,Properties\Power & Strength\Powerful & Leading,0,discussed Iran,maxku,28-May-18 10:37:47,"Netanyahu
Trump",,14,0.44,15,15
●,9_LL,Properties\Importance\Important & Intense,0,discussed,maxku,28-May-18 10:37:59,IRN,,9,0.28,15,15
●,9_LL,ISR,0,Israel,maxku,28-May-18 10:38:08,,,6,0.19,16,16
●,9_LL,Nuclear deal,0,the agreement,maxku,28-May-18 10:38:12,,,13,0.41,16,16
●,9_LL,Properties\Affection\Refusal,0,opposed,maxku,28-May-18 10:38:21,Nuclear deal,,7,0.22,16,16
●,9_LL,USA,0,Washington,maxku,28-May-18 10:38:29,,,10,0.32,16,16
●,9_LL,USA,0,the Trump administration,maxku,28-May-18 10:38:34,,,24,0.76,16,16
●,9_LL,Reaction to IRN deal,0,urged the Trump administration not to abandon it,maxku,28-May-18 10:38:41,,,48,1.52,16,16
●,9_LL,Reaction to IRN deal,0,argue that Iran is abiding by its terms,maxku,28-May-18 10:38:47,,,39,1.23,16,16
●,9_LL,IRN,0,Iran,maxku,28-May-18 10:38:50,,,4,0.13,16,16
●,9_LL,Properties\Law\Lawful,0,abiding by its terms,maxku,28-May-18 10:39:01,IRN,,20,0.63,16,16
●,9_LL,IRN\IRN-I,0,The head of Iran's Atomic Energy organization,AnZhu,08-Apr-19 19:18:23,,,45,1.42,17,17
●,9_LL,IRN,0,Iran's Atomic Energy organization,maxku,28-May-18 10:39:34,,,33,1.04,17,17
●,9_LL,IRN,0,Iran,maxku,28-May-18 10:39:37,,,4,0.13,17,17
●,9_LL,Properties\Power & Strength\Powerful & Leading,0,has the technical capability,maxku,28-May-18 10:39:43,IRN,,28,0.89,17,17
●,9_LL,Nuclear deal,0,the multinational deal,maxku,28-May-18 10:39:57,,,22,0.70,17,17
●,9_LL,Properties\Power & Strength\Powerful & Leading,0,enrich uranium to a higher level than it could before,maxku,28-May-18 10:40:16,IRN,,53,1.68,17,17
●,9_LL,Properties\Power & Strength\Powerful & Leading,0,fully prepared,maxku,28-May-18 10:40:26,IRN,,14,0.44,18,18
●,9_LL,Properties\Power & Strength\Powerful & Leading,0,enrich uranium higher than we used to produce before the deal was reached,maxku,28-May-18 10:40:37,IRN,,73,2.31,18,18
●,9_LL,USA\Trump,0,Trump,maxku,28-May-18 10:40:45,,,5,0.16,18,18
●,9_LL,Properties\Behaviour & character\SHOWN as Reasonable/Smart,0,comes to his senses,maxku,28-May-18 10:40:49,Trump,,19,0.60,18,18
●,9_LL,Reaction to IRN deal,0,stays in the deal,maxku,28-May-18 10:40:59,,,17,0.54,18,18
●,9_LL,Nuclear deal,0,the deal,maxku,28-May-18 10:41:03,,,8,0.25,18,18
●,9_LL,IRN\IRN-I,0,Ali Akbar Salehi,maxku,28-May-18 10:41:08,,,16,0.51,18,18
●,9_LL,IRN,0,Iranian state television,maxku,28-May-18 10:41:13,,,24,0.76,18,18
●,9_LL,ISR,0,Israel,maxku,28-May-18 10:41:25,,,6,0.19,19,19
●,9_LL,Properties\Power & Strength\Powerful & Leading,0,the only nuclear-armed state in the Middle East,maxku,28-May-18 10:41:38,ISR,,47,1.49,19,19
●,9_LL,Properties\Other\Other,0,widely believed to be,maxku,28-May-18 10:41:48,ISR,,21,0.66,19,19
●,9_LL,Properties\Other\Other,0,neither confirms nor denies,maxku,28-May-18 10:42:08,ISR,,27,0.85,19,19
●,9_M,ISR\Netanyahu,0,Netanyahu,maxku,15-May-18 21:36:31,,,9,0.24,1,1
●,9_M,IRN files,0,Evidence,maxku,15-May-18 21:36:35,,,8,0.21,1,1
●,9_M,ISR\Netanyahu,0,Israel's prime minister,maxku,15-May-18 21:36:45,,,23,0.62,2,2
●,9_M,IRN,0,his government,maxku,15-May-18 21:36:50,,,14,0.38,2,2
●,9_M,IRN files,0,secret Iranian documents,maxku,15-May-18 21:38:22,,,24,0.64,2,2
●,9_M,IRN,0,the Tehran government,maxku,15-May-18 21:38:31,,,21,0.56,2,2
●,9_M,IRN nuclear activity,0,a nuclear weapons program,maxku,15-May-18 21:38:35,,,25,0.67,2,2
●,9_M,IRN files,0,secret files,maxku,15-May-18 21:38:43,,,12,0.32,3,3
●,9_M,ISR\Netanyahu,0,Israeli Prime Minister,maxku,15-May-18 21:39:08,,,22,0.59,3,3
●,9_M,ISR\Netanyahu,0,Benjamin Netanyahu,maxku,15-May-18 21:39:11,,,18,0.48,3,3
●,9_M,ISR\Netanyahu,0,Netanyahu,maxku,15-May-18 21:39:15,,,9,0.24,4,4
●,9_M,ISR,0,Israel,maxku,15-May-18 21:39:20,,,6,0.16,4,4
●,9_M,IRN,0,Iran,maxku,15-May-18 21:39:25,,,4,0.11,4,4
●,9_M,IRN nuclear activity,0,nuclear weapons,maxku,15-May-18 21:39:30,,,15,0.40,4,4
●,9_M,IRN,0,Iran,maxku,15-May-18 21:39:51,,,4,0.11,5,5
●,9_M,ISR\Netanyahu,0,Netanyahu,maxku,15-May-18 21:40:01,,,9,0.24,5,5
●,9_M,USA\Trump,0,President Trump,maxku,15-May-18 21:40:06,,,15,0.40,6,6
●,9_M,IRN,0,Iran,maxku,15-May-18 21:40:17,,,4,0.11,6,6
●,9_M,USA\Trump,0,Trump,maxku,15-May-18 21:40:21,,,5,0.13,7,7
●,9_M,ISR\Netanyahu,0,Netanyahu,maxku,15-May-18 21:40:26,,,9,0.24,7,7
●,9_M,ISR\Netanyahu,0,the Israeli leader,maxku,15-May-18 21:40:33,,,18,0.48,7,7
●,9_M,IRN,0,Iran,maxku,15-May-18 21:40:39,,,4,0.11,7,7
●,9_M,IRN,0,Iran,maxku,15-May-18 21:40:48,,,4,0.11,8,8
●,9_M,IRN nuclear activity,0,develop nuclear weapons,maxku,15-May-18 21:40:58,,,23,0.62,8,8
●,9_M,USA\Trump,0,Trump,maxku,15-May-18 21:41:03,,,5,0.13,8,8
●,9_M,Nuclear deal,0,a horrible agreement,maxku,15-May-18 21:41:51,,,20,0.54,8,8
●,9_M,Nuclear deal,0,Iran deal,maxku,15-May-18 21:42:01,,,9,0.24,1,1
●,9_M,Nuclear deal,0,the 2015 nuclear deal,maxku,15-May-18 21:42:08,,,21,0.56,3,3
●,9_M,Nuclear deal,0,the deal,maxku,15-May-18 21:42:16,,,8,0.21,4,4
●,9_M,Nuclear deal,0,the deal,maxku,15-May-18 21:42:22,,,8,0.21,5,5
●,9_M,Nuclear deal,0,the deal,maxku,15-May-18 21:42:28,,,8,0.21,6,6
●,9_M,Nuclear deal,0,a new deal,maxku,15-May-18 21:42:35,,,10,0.27,7,7
●,9_M,ISR\Netanyahu,0,Netanyahu,maxku,28-May-18 09:46:24,,,9,0.24,12,12
●,9_M,Presentation,0,present his case to an international audience,maxku,28-May-18 13:46:12,,,45,1.21,12,12
●,9_M,Presentation,0,Netanyahu's presentation,maxku,28-May-18 09:46:53,,,24,0.64,14,14
●,9_M,ISR\Netanyahu,0,Netanyahu,maxku,28-May-18 09:46:57,,,9,0.24,14,14
●,9_M,Reaction to IRN deal,0,will announce within the next two weeks the fate of the deal,maxku,28-May-18 10:15:31,,,60,1.61,6,6
●,9_M,Reaction to IRN deal,0,repeatedly blasted the pact,maxku,28-May-18 10:15:51,,,27,0.73,6,6
●,9_M,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,based on lies,maxku,28-May-18 13:19:53,Nuclear deal,,13,0.35,1,1
●,9_M,Properties\Quality\Bad Quality,0,based on lies,maxku,28-May-18 13:19:57,Nuclear deal,,13,0.35,1,1
●,9_M,IRN,0,Iranian deception,maxku,28-May-18 13:20:09,,,17,0.46,1,1
●,9_M,Properties\Behaviour & character\Not trustworthy,0,deception,maxku,28-May-18 13:20:13,IRN,,9,0.24,1,1
●,9_M,Properties\Power & Strength\Powerful & Leading,0,proving,maxku,28-May-18 13:24:08,IRN files,,7,0.19,2,2
●,9_M,Properties\Quality\Bad Quality,0,based on lies,maxku,28-May-18 13:24:31,Nuclear deal,,13,0.35,3,3
●,9_M,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,based on lies,maxku,28-May-18 13:24:35,Nuclear deal,,13,0.35,3,3
●,9_M,IRN,0,Iranian deception,maxku,28-May-18 13:24:49,,,17,0.46,3,3
●,9_M,Properties\Behaviour & character\Not trustworthy,0,deception,maxku,28-May-18 13:24:54,IRN,,9,0.24,3,3
●,9_M,Reaction to IRN deal,0,should be thrown out,maxku,28-May-18 13:25:04,,,20,0.54,3,3
●,9_M,Properties\Affection\Refusal,0,should be thrown out,maxku,28-May-18 13:25:07,Nuclear deal,,20,0.54,3,3
●,9_M,Properties\Behaviour & character\Not trustworthy,0,lied,maxku,28-May-18 13:25:27,IRN,,4,0.11,4,4
●,9_M,Properties\Behaviour & character\Not trustworthy,0,cheated,maxku,28-May-18 13:25:41,IRN,,7,0.19,4,4
●,9_M,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,failing to reveal,maxku,28-May-18 13:25:54,IRN,,17,0.46,4,4
●,9_M,IRN nuclear activity,0,weapons program information,maxku,28-May-18 13:27:09,,,27,0.73,4,4
●,9_M,IRN nuclear activity,0,preserve and expand its nuclear know-how,maxku,28-May-18 13:27:22,,,40,1.07,5,5
●,9_M,Properties\Power & Strength\Powerful & Leading,0,continued to preserve and expand its nuclear know-how,maxku,28-May-18 13:27:32,IRN,,53,1.42,5,5
●,9_M,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,repeatedly blasted,maxku,28-May-18 13:29:31,Trump,,18,0.48,6,6
●,9_M,Properties\Violence & Unfair\Victim (receiving violence),0,repeatedly blasted,maxku,28-May-18 13:29:32,Nuclear deal,,18,0.48,6,6
●,9_M,Nuclear deal,0,the pact,maxku,28-May-18 13:29:44,,,8,0.21,6,6
●,9_M,Properties\Power & Strength\Powerful & Leading,0,demanding,maxku,28-May-18 13:29:51,Trump,,9,0.24,6,6
●,9_M,Reaction to IRN deal,0,not dismiss the possibility of negotiating a new deal,maxku,28-May-18 13:30:26,,,53,1.42,7,7
●,9_M,Nuclear deal,0,that deal,AnZhu,08-Apr-19 19:19:47,,,9,0.24,8,8
●,9_M,Properties\Power & Strength\Powerful & Leading,0,free to go ahead and develop nuclear weapons,maxku,28-May-18 13:30:53,IRN,,44,1.18,8,8
●,9_M,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,horrible,maxku,28-May-18 13:37:26,Nuclear deal,,8,0.21,8,8
●,9_M,Reaction to IRN deal,0,a horrible agreement,maxku,28-May-18 13:37:37,,,20,0.54,8,8
●,9_M,USA,0,The White House,maxku,28-May-18 13:37:41,,,15,0.40,9,9
●,9_M,IRN files,0,this information,maxku,28-May-18 13:37:49,,,16,0.43,9,9
●,9_M,Properties\Power & Strength\Powerful & Leading,0,provides new and compelling details,maxku,28-May-18 13:37:55,IRN files,,35,0.94,9,9
●,9_M,Properties\Importance\Important & Intense,0,provides new and compelling details,maxku,28-May-18 13:37:56,IRN files,,35,0.94,9,9
●,9_M,IRN,0,Iran,maxku,28-May-18 13:38:14,,,4,0.11,9,9
●,9_M,IRN nuclear activity,0,efforts to develop missile-deliverable nuclear weapons,maxku,28-May-18 13:39:06,,,54,1.45,9,9
●,9_M,Properties\Power & Strength\Powerful & Leading,0,develop missile-deliverable nuclear weapons,maxku,28-May-18 13:39:13,IRN,,43,1.16,9,9
●,9_M,IRN files,0,"""These facts",maxku,28-May-18 13:39:24,,,12,0.32,10,10
●,9_M,USA,0,the United States,maxku,28-May-18 13:39:29,,,17,0.46,10,10
●,9_M,IRN,0, Iran,maxku,28-May-18 13:39:33,,,4,0.11,10,10
●,9_M,IRN nuclear activity,0,"a robust, clandestine nuclear weapons program",maxku,28-May-18 13:39:39,,,45,1.21,10,10
●,9_M,Properties\Power & Strength\Powerful & Leading,0,"a robust, clandestine nuclear weapons program",maxku,28-May-18 13:39:55,IRN,,45,1.21,10,10
●,9_M,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,tried and failed to hide,maxku,28-May-18 13:40:12,IRN,,24,0.64,10,10
●,9_M,Properties\Behaviour & character\Not trustworthy,0,tried and failed to hide,maxku,28-May-18 13:40:13,IRN,,24,0.64,10,10
●,9_M,IRN,0,"""The Iranian regime",maxku,28-May-18 13:40:29,,,19,0.51,10,10
●,9_M,IRN nuclear activity,0,will use destructive weapons,maxku,28-May-18 13:40:42,,,28,0.75,10,10
●,9_M,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,will use destructive weapons,maxku,28-May-18 13:40:49,IRN,,28,0.75,10,10
●,9_M,Properties\Violence & Unfair\Victim (receiving violence),0,will use destructive weapons,maxku,28-May-18 13:40:53,IRS,,28,0.75,10,10
●,9_M,IRN,0,Iran,maxku,28-May-18 13:41:08,,,4,0.11,10,10
●,9_M,Reaction to IRN deal,0,must never have nuclear weapons,maxku,28-May-18 13:41:14,,,31,0.83,10,10
●,9_M,IRN nuclear activity,0,nuclear weapons,maxku,28-May-18 13:41:18,,,15,0.40,10,10
●,9_M,Nuclear deal,0,The deal,maxku,28-May-18 13:41:25,,,8,0.21,11,11
●,9_M,IRN,0,Iran,maxku,28-May-18 13:41:29,,,4,0.11,11,11
●,9_M,Nuclear deal,0,The deal,maxku,28-May-18 13:41:35,,,8,0.21,11,11
●,9_M,Properties\Power & Strength\Powerful & Leading,0,led to easing,maxku,28-May-18 13:41:43,Nuclear deal,,13,0.35,11,11
●,9_M,Properties\Economy\Negative - economy,0,broad range of economic sanctions,maxku,28-May-18 13:41:59,IRN,,33,0.89,11,11
●,9_M,IRN,0,the Shiite nation,maxku,28-May-18 13:42:09,,,17,0.46,11,11
●,9_M,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,bitterly opposed,maxku,28-May-18 13:42:17,Netanyahu,,16,0.43,12,12
●,9_M,Properties\Violence & Unfair\Victim (receiving violence),0,bitterly opposed,maxku,28-May-18 13:42:19,Nuclear deal,,16,0.43,12,12
●,9_M,Nuclear deal,0,the deal,maxku,28-May-18 13:42:32,,,8,0.21,12,12
●,9_M,Properties\Behaviour & character\SHOWN as Reasonable/Smart,0,spoke in English,maxku,28-May-18 13:45:03,Netanyahu,,16,0.43,12,12
●,9_M,Properties\Power & Strength\Powerful & Leading,0,present his case to an international audience,maxku,28-May-18 13:45:27,Netanyahu,,45,1.21,12,12
●,9_M,IRN files,0,"""half a ton"" of evidence",maxku,28-May-18 13:46:20,,,24,0.64,12,12
●,9_M,IRN,0,Iran,maxku,28-May-18 13:46:24,,,4,0.11,12,12
●,9_M,Properties\Behaviour & character\Not trustworthy,0,has not been faithful,maxku,28-May-18 13:46:32,IRN,,21,0.56,12,12
●,9_M,Nuclear deal,0,the deal,maxku,28-May-18 13:46:41,,,8,0.21,12,12
●,9_M,IRN,0,Iran,maxku,28-May-18 13:46:45,,,4,0.11,12,12
●,9_M,Properties\Power & Strength\Powerful & Leading,0,provides Iran with a clear path to building a nuclear arsenal,maxku,28-May-18 13:47:10,Nuclear deal,,61,1.64,12,12
