Color,Document name,Code,Weight score,Segment,Author,Creation date,Comment,Document group,Area,Coverage %,Beginning,End
●,3_R,Properties\Affection\Affection or empathy,0,a willing and active partner,maxku,18-05-18 12:41,RUS,,28,0.57,12,12
●,3_R,Properties\Power & Strength\Powerful & Leading,0,active partner,maxku,18-05-18 12:41,Trump campaign,,14,0.28,12,12
●,3_R,Lawsuit,0,the suit,maxku,18-05-18 12:41,,,8,0.16,12,12
●,3_R,Properties\Other\Other,0,claims,maxku,18-05-18 12:41,Lawsuit,,6,0.12,12,12
●,3_R,RUS,0,individuals tied to the Kremlin,maxku,18-05-18 12:41,,,31,0.63,12,12
●,3_R,Properties\Power & Strength\Powerful & Leading,0,notified,maxku,18-05-18 12:41,RUS,,8,0.16,12,12
●,3_R,Trump campaign,0,the Trump campaign,maxku,18-05-18 12:42,,,18,0.37,12,12
●,3_R,RUS,0,Russia,maxku,18-05-18 12:42,,,6,0.12,12,12
●,3_R,RUS interference into USA election,0,interfere with our democracy,maxku,18-05-18 12:42,,,28,0.57,12,12
●,3_R,USA,0,our democracy,maxku,18-05-18 12:42,,,13,0.26,12,12
●,3_R,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,interfere with,maxku,18-05-18 12:43,RUS,,14,0.28,12,12
●,3_R,Properties\Violence & Unfair\Victim (receiving violence),0,interfere with,maxku,18-05-18 12:43,USA,,14,0.28,12,12
●,3_R,RUS,0,these Russian agents,maxku,18-05-18 12:43,,,20,0.41,12,12
●,3_R,RUS,0,their government,maxku,18-05-18 12:43,,,16,0.33,12,12
●,3_R,USA\Republicans\Trump,0,Trump,maxku,18-05-18 12:43,,,5,0.1,12,12
●,3_R,Properties\Law\Unlawful,0,stolen emails,maxku,18-05-18 12:43,RUS,,13,0.26,12,12
●,3_R,Properties\Power & Strength\Powerful & Leading,0,prepared to use stolen emails and other information to damage,maxku,18-05-18 12:43,RUS,,61,1.24,12,12
●,3_R,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,damage his opponent,maxku,18-05-18 12:44,RUS,,19,0.39,12,12
●,3_R,Properties\Violence & Unfair\Victim (receiving violence),0,damage his opponent,maxku,18-05-18 12:44,"Clinton
Democrats",,19,0.39,12,12
●,3_R,USA\Republicans,0,Gates,maxku,18-05-18 12:44,,,5,0.1,13,13
●,3_R,USA\Republicans,0,Manafort,maxku,18-05-18 12:44,,,8,0.16,13,13
●,3_R,Properties\Law\Unlawful,0,been charged,maxku,18-05-18 12:44,Republicans,,12,0.24,13,13
●,3_R,USA,0,special counsel Robert Mueller,maxku,18-05-18 12:45,,,30,0.61,13,13
●,3_R,RUS interference into USA election,0,Russian interference in the 2016 election,maxku,18-05-18 12:45,,,41,0.83,13,13
●,3_R,USA election 2016,0,the 2016 election,maxku,18-05-18 12:45,,,17,0.35,13,13
●,3_R,Lawsuit,0,The suit,maxku,18-05-18 12:45,,,8,0.16,14,14
●,3_R,Properties\Other\Other,0,claims,maxku,18-05-18 12:45,Lawsuit,,6,0.12,14,14
●,3_R,Wikileaks,0,Wikileaks,maxku,18-05-18 12:45,,,9,0.18,14,14
●,3_R,USA\Republicans,0,the defendants,maxku,18-05-18 12:45,,,14,0.28,14,14
●,3_R,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,damaging,maxku,18-05-18 12:45,"Wikileaks
Republicans",,8,0.16,14,14
●,3_R,Properties\Violence & Unfair\Victim (receiving violence),0,damaging,maxku,18-05-18 12:45,Democrats,,8,0.16,14,14
●,3_R,USA\Democrats,0,the Democratic Party,maxku,18-05-18 12:46,,,20,0.41,14,14
●,3_R,USA election 2016,0,the election,maxku,18-05-18 12:46,,,12,0.24,14,14
●,3_R,Lawsuit,0,The suit,maxku,18-05-18 12:46,,,8,0.16,14,14
●,3_R,Properties\Other\Other,0,states,maxku,18-05-18 12:46,Lawsuit,,6,0.12,14,14
●,3_R,RUS,0,Russia,maxku,18-05-18 12:46,,,6,0.12,14,14
●,3_R,Wikileaks,0,WikiLeaks,maxku,18-05-18 12:46,,,9,0.18,14,14
●,3_R,Properties\Power & Strength\Powerful & Leading,0,disseminate information,maxku,18-05-18 12:47,RUS,,23,0.47,14,14
●,3_R,Properties\Law\Unlawful,0,information stolen from the DNC,maxku,18-05-18 12:47,RUS,,31,0.63,14,14
●,3_R,Properties\Behaviour & character\SHOWN as Reasonable/Smart,0,disseminate information stolen from the DNC “at times when it would best suit,maxku,18-05-18 12:47,RUS,,77,1.57,14,14
●,3_R,Trump campaign,0,the Trump campaign,maxku,18-05-18 12:47,,,18,0.37,14,14
●,3_R,USA\Republicans,0,Brad Parscale,maxku,18-05-18 12:47,,,13,0.26,15,15
●,3_R,Lawsuit,0,a sham lawsuit,maxku,18-05-18 12:49,,,14,0.28,16,16
●,3_R,Properties\Behaviour & character\Not trustworthy,0,sham,maxku,18-05-18 12:49,Lawsuit,,4,0.08,16,16
●,3_R,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,bogus,maxku,18-05-18 12:50,Lawsuit,,5,0.1,16,16
●,3_R,Properties\Power & Strength\Weak & Following,0,desperate,maxku,18-05-18 12:50,Democrats,,9,0.18,16,16
●,3_R,Properties\Quality\Bad Quality,0,dysfunctional,maxku,18-05-18 12:50,Democrats,,13,0.26,16,16
●,3_R,Properties\Economy\Negative - economy,0,insolvent,maxku,18-05-18 12:51,Democrats,,9,0.18,16,16
●,3_R,USA\Republicans,0,Parscale,maxku,18-05-18 12:51,,,8,0.16,16,16
●,3_R,Lawsuit,0,the Democrats’ conspiracy theories,maxku,18-05-18 12:51,,,34,0.69,16,16
●,3_R,USA\Democrats,0,the Democrats,maxku,18-05-18 12:51,,,13,0.26,16,16
●,3_R,USA\Republicans\Trump,0,the President,maxku,18-05-18 12:51,,,13,0.26,16,16
●,3_R,Trump campaign,0,the President’s campaign,maxku,18-05-18 12:51,,,24,0.49,16,16
●,3_R,Properties\Quality\Bad Quality,0,evaporating,maxku,18-05-18 12:52,Lawsuit,,11,0.22,16,16
●,3_R,USA\Democrats,0,DNC,maxku,18-05-18 12:52,,,3,0.06,16,16
●,3_R,Properties\Quality\Bad Quality,0,failing DNC’s fundraising,maxku,18-05-18 12:52,Democrats,,25,0.51,16,16
●,3_R,Properties\Honor & patriotic values\Dishonor,0,sunk to a new low,maxku,18-05-18 12:53,Democrats,,17,0.35,16,16
●,3_R,Properties\Economy\Positive - economy,0,raise money,maxku,18-05-18 12:59,Democrats,,11,0.22,16,16
●,3_R,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,abandoned them,maxku,18-05-18 13:00,USA-Misc,,14,0.28,16,16
●,3_R,USA\USA-Misc,0,small donors,maxku,18-05-18 13:00,,,12,0.24,16,16
●,3_R,Properties\Violence & Unfair\Victim (receiving violence),0,abandoned them,maxku,18-05-18 13:00,Democrats,,14,0.28,16,16
●,3_R,USA\Republicans\Trump,0,Trump,maxku,18-05-18 13:00,,,5,0.1,17,17
●,3_R,Properties\Importance\Important & Intense,0,strongly,maxku,18-05-18 13:02,RUS interference into USA election,,8,0.16,17,17
●,3_R,Properties\Importance\Important & Intense,0,repeatedly,maxku,18-05-18 13:02,RUS interference into USA election,,10,0.2,17,17
●,3_R,RUS,0,the Russians,maxku,18-05-18 13:03,,,12,0.24,17,17
●,3_R,RUS interference into USA election,0,colluding with the Russians,maxku,18-05-18 13:03,,,27,0.55,17,17
●,3_R,USA,0,the FBI,maxku,18-05-18 13:03,,,7,0.14,18,18
●,3_R,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,raided,maxku,18-05-18 13:03,USA,,6,0.12,18,18
●,3_R,Properties\Violence & Unfair\Victim (receiving violence),0,raided,maxku,18-05-18 13:03,Republicans,,6,0.12,18,18
●,3_R,USA\Republicans\Trump,0,Trump,maxku,18-05-18 13:03,,,5,0.1,18,18
●,3_R,USA\Republicans,0,Trump’s personal attorney Michael Cohen,maxku,18-05-18 13:03,,,39,0.79,18,18
●,3_R,Properties\Power & Strength\Powerful & Leading,0,seize a collection of documents,maxku,18-05-18 13:04,USA,,31,0.63,18,18
●,3_R,USA,0,Deputy Attorney General Rod Rosenstein,maxku,18-05-18 13:04,,,38,0.77,18,18
●,3_R,USA\Republicans\Trump,0,Trump,maxku,18-05-18 13:04,,,5,0.1,18,18
●,3_R,Properties\Other\Positive,0,not a target of that probe,maxku,18-05-18 13:04,Trump,,26,0.53,18,18
●,3_R,USA\Republicans,0,Trump’s legal team,maxku,18-05-18 13:06,,,18,0.37,19,19
●,3_R,Properties\Power & Strength\Powerful & Leading,0,is expanding,maxku,18-05-18 13:06,Republicans,,12,0.24,19,19
●,3_R,USA\Republicans,0,former federal prosecutor and New York mayor Rudy Giuliani,maxku,18-05-18 13:06,,,58,1.18,19,19
●,3_R,Properties\Power & Strength\Powerful & Leading,0,vowing to seek a swift resolution,maxku,18-05-18 13:07,Republicans,,33,0.67,19,19
●,3_R,Lawsuit,0,suing a foreign country,maxku,18-05-18 13:07,,,23,0.47,20,20
●,3_R,Properties\Difficulty\Difficult,0,could be difficult,maxku,18-05-18 13:07,Democrats,,18,0.37,20,20
●,3_R,USA\Democrats,0,Democrats,maxku,18-05-18 13:07,,,9,0.18,20,20
●,3_R,Properties\Power & Strength\Weak & Following,0,have immunity from,maxku,18-05-18 13:08,USA,,18,0.37,20,20
●,3_R,Lawsuit,0,the suit,maxku,18-05-18 13:08,,,8,0.16,20,20
●,3_R,Properties\Other\Other,0,argues,maxku,18-05-18 13:08,Lawsuit,,6,0.12,20,20
●,3_R,RUS,0,Russia,maxku,18-05-18 13:08,,,6,0.12,20,20
●,3_R,Properties\Other\Negative,0,shouldn’t be entitled to sovereign immunity,maxku,18-05-18 13:09,RUS,,43,0.87,20,20
●,3_R,USA\Democrats,0,the “DNC,maxku,18-05-18 13:09,,,8,0.16,20,20
●,3_R,Lawsuit,0,the “DNC claims,maxku,18-05-18 13:09,,,15,0.31,20,20
●,3_R,RUS,0,Russia,maxku,18-05-18 13:09,,,6,0.12,20,20
●,3_R,RUS interference into USA election,0,Russia’s trespass on to the DNC’s private servers,maxku,18-05-18 13:09,,,49,1,20,20
●,3_R,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,trespass,maxku,18-05-18 13:10,RUS,,8,0.16,20,20
●,3_R,Properties\Violence & Unfair\Victim (receiving violence),0,trespass on,maxku,18-05-18 13:10,Democrats,,11,0.22,20,20
●,3_R,Properties\Law\Unlawful,0,steal trade secrets and commit economic espionage,maxku,18-05-18 13:10,RUS,,49,1,20,20
●,3_R,USA\Democrats,0,The Democratic Party,maxku,18-05-18 13:11,,,20,0.41,21,21
●,3_R,USA\Democrats,0,The DNC,maxku,18-05-18 13:11,,,7,0.14,21,21
●,3_R,Properties\Power & Strength\Powerful & Leading,0,sued,maxku,18-05-18 13:11,Democrats,,4,0.08,21,21
●,3_R,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,bungled burglary,maxku,18-05-18 13:12,Republicans,,16,0.33,21,21
●,3_R,Properties\Violence & Unfair\Victim (receiving violence),0,bungled burglary,maxku,18-05-18 13:12,Democrats,,16,0.33,21,21
●,3_R,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,bungled burglary,maxku,18-05-18 13:13,Republicans,,16,0.33,21,21
●,3_R,Properties\Behaviour & character\SHOWN as Reasonable/Smart,0,"reached a $750,000 settlement",maxku,18-05-18 13:14,Democrats,,29,0.59,22,22
●,3_R,USA\Republicans,0,Nixon,maxku,18-05-18 13:14,,,5,0.1,22,22
●,3_R,Wikileaks,0,defendants,maxku,18-05-18 13:40,,,10,0.2,14,14
●,3_R,RUS,0,defendants,maxku,18-05-18 13:40,,,10,0.2,14,14
●,3_R,RUS investigation,0,special counsel Robert Mueller’s investigation into Russian interference in the 2016 election,AnZhu,11-01-19 14:29,,,93,1.89,13,13
●,3_R,RUS investigation,0,the special counsel's ongoing Russia probe,AnZhu,11-01-19 14:29,,,42,0.85,4,4
●,3_R,RUS investigation,0,that probe,AnZhu,11-01-19 14:29,,,10,0.2,18,18
●,3_R,RUS investigation,0,the special counsel probe,AnZhu,11-01-19 14:29,,,25,0.51,19,19
●,3_R,Lawsuit,0,suit alleging conspiracy,AnZhu,11-01-19 15:28,,,24,0.49,1,1
●,3_R,Trump campaign,0,Trump campaign,AnZhu,11-01-19 15:29,,,14,0.28,3,3
●,3_R,RUS interference into USA election,0,tilt the 2016 election in Donald Trump's favor,AnZhu,11-01-19 15:29,,,46,0.94,3,3
●,3_R,RUS interference into USA election,0,an act of previously unimaginable treachery,AnZhu,11-01-19 15:31,,,43,0.87,5,5
●,3_R,USA election 2016,0,the Presidency,AnZhu,11-01-19 15:31,,,14,0.28,5,5
●,3_R,Lawsuit,0,"""good news.""",AnZhu,11-01-19 15:32,,,12,0.24,6,6
●,3_R,USA\Democrats,0,Debbie Wasserman Schultz,AnZhu,11-01-19 15:33,,,24,0.49,7,7
●,3_R,USA\Democrats\Clinton,0,Clinton,AnZhu,11-01-19 15:33,,,7,0.14,7,7
●,3_R,RUS interference into USA election,0,an all-out assault on our democracy,AnZhu,11-01-19 16:11,,,35,0.71,8,8
●,3_R,RUS interference into USA election,0,an all-out assault on our democracy,AnZhu,11-01-19 16:11,,,35,0.71,10,10
●,3_R,Trump campaign,0,a willing and active partner,AnZhu,11-01-19 16:12,,,28,0.57,12,12
●,3_R,USA\Democrats,0,DNC,AnZhu,11-01-19 16:16,,,3,0.06,14,14
●,3_R,USA\Republicans,0,Donald J. Trump,AnZhu,11-01-19 16:17,,,15,0.31,15,15
●,3_R,Lawsuit,0,the suit as “frivolous”,AnZhu,11-01-19 16:17,,,23,0.47,15,15
●,3_R,USA\Democrats,0,"a desperate, dysfunctional, and nearly insolvent Democratic Party",AnZhu,11-01-19 16:17,,,65,1.32,16,16
●,3_R,RUS interference into USA election,0,a bogus Russian collusion claim,AnZhu,11-01-19 16:17,,,31,0.63,16,16
●,3_R,Lawsuit,0,a new low to raise money,AnZhu,11-01-19 16:18,,,24,0.49,16,16
●,3_R,USA,0,U.S.,AnZhu,11-01-19 16:20,,,4,0.08,20,20
●,3_R,USA\Republicans,0,President Richard Nixon’s reelection committee,AnZhu,11-01-19 16:21,,,46,0.94,21,21
●,3_R,USA\Democrats,0,Democratic headquarters,AnZhu,11-01-19 16:22,,,23,0.47,21,21
●,3_R,USA\Democrats,0,Former DNC chair Lawrence O’Brien,AnZhu,11-01-19 16:22,,,33,0.67,22,22
●,3_R,USA\USA-Misc,0,Wikileaks founder Julian Assange,AnZhu,11-01-19 17:08,,,32,0.65,14,14
●,3_R,Properties\Importance\Unimportant,0,small,AnZhu,09-04-19 10:59,USA-Misc,,5,0.1,16,16
●,3_M,USA\Democrats,0,Democratic Party,maxku,08-05-18 11:07,,,16,0.22,1,1
●,3_M,RUS,0,Russia,maxku,08-05-18 11:07,,,6,0.08,1,1
●,3_M,Trump campaign,0,the Trump campaign,maxku,08-05-18 11:07,,,18,0.25,1,1
●,3_M,Wikileaks,0,WikiLeaks,maxku,08-05-18 11:08,,,9,0.12,1,1
●,3_M,USA election 2016,0,the 2016 election,maxku,08-05-18 11:09,,,17,0.23,1,1
●,3_M,USA\Democrats,0,Democratic National Committee,maxku,08-05-18 11:09,,,29,0.4,2,2
●,3_M,Trump campaign,0,the Trump campaign,maxku,08-05-18 11:09,,,18,0.25,2,2
●,3_M,RUS,0,the Russians,maxku,08-05-18 11:09,,,12,0.16,2,2
●,3_M,Wikileaks,0,Wikileaks,maxku,08-05-18 11:09,,,9,0.12,2,2
●,3_M,USA\Republicans\Trump,0,the President,maxku,08-05-18 11:09,,,13,0.18,2,2
●,3_M,USA election 2016,0,the 2016 election,maxku,08-05-18 11:10,,,17,0.23,2,2
●,3_M,USA\Democrats,0,Democratic National Committee,maxku,08-05-18 11:10,,,29,0.4,3,3
●,3_M,RUS,0,the Russian government,maxku,08-05-18 11:10,,,22,0.3,3,3
●,3_M,Trump campaign,0,the Trump campaign,maxku,08-05-18 11:10,,,18,0.25,3,3
●,3_M,Wikileaks,0,WikiLeaks,maxku,08-05-18 11:10,,,9,0.12,3,3
●,3_M,RUS interference into USA election,0,conspired to influence the 2016 election,maxku,08-05-18 11:10,,,40,0.55,3,3
●,3_M,USA election 2016,0,the 2016 election,maxku,08-05-18 11:10,,,17,0.23,3,3
●,3_M,USA\Republicans\Trump,0,President Trump,maxku,08-05-18 11:10,,,15,0.21,3,3
●,3_M,Lawsuit,0,The lawsuit,maxku,08-05-18 11:11,,,11,0.15,4,4
●,3_M,RUS,0,Russia,maxku,08-05-18 11:11,,,6,0.08,4,4
●,3_M,Trump campaign,0,Trump campaign,maxku,08-05-18 11:11,,,14,0.19,4,4
●,3_M,USA\Democrats,0,Democratic Party,maxku,08-05-18 11:11,,,16,0.22,4,4
●,3_M,USA\Republicans\Trump,0,Donald Trump,maxku,08-05-18 11:11,,,12,0.16,4,4
●,3_M,RUS\RUS-I,0,representatives of the three groups,maxku,08-05-18 11:11,,,35,0.48,4,4
●,3_M,Trump campaign,0,representatives of the three groups,maxku,08-05-18 11:12,,,35,0.48,4,4
●,3_M,Wikileaks,0,representatives of the three groups,maxku,08-05-18 11:12,,,35,0.48,4,4
●,3_M,RUS interference into USA election,0,the cyberattack,maxku,08-05-18 11:12,,,15,0.21,4,4
●,3_M,RUS interference into USA election,0,act of unprecedented treachery,maxku,08-05-18 11:12,,,30,0.41,5,5
●,3_M,Trump campaign,0,the campaign of a nominee for President of the United States,maxku,08-05-18 11:12,,,60,0.82,5,5
●,3_M,USA\Democrats,0,DNC Chair Tom Perez,maxku,08-05-18 11:13,,,19,0.26,5,5
●,3_M,USA,0,Several U.S. intelligence agencies,maxku,08-05-18 11:13,,,34,0.47,6,6
●,3_M,USA\Democrats,0,DNC,maxku,08-05-18 11:14,,,3,0.04,6,6
●,3_M,USA\Democrats\Clinton,0,Hillary Clinton,maxku,08-05-18 11:14,,,15,0.21,6,6
●,3_M,RUS,0,hostile foreign power,maxku,08-05-18 11:38,,,21,0.29,5,5
●,3_M,Lawsuit,0,lawsuit,maxku,18-05-18 07:11,,,7,0.1,3,3
●,3_M,Lawsuit,0,"a “disruptive, politically motivated lawsuit”",maxku,18-05-18 07:12,,,45,0.62,28,28
●,3_M,Lawsuit,0,the lawsuit,maxku,18-05-18 07:12,,,11,0.15,11,11
●,3_M,RUS interference into USA election,0,the Russian interference campaign,maxku,18-05-18 07:29,,,33,0.45,7,7
●,3_M,RUS interference into USA election,0,Russia’s intentions to interfere with elections,maxku,18-05-18 07:29,,,47,0.65,18,18
●,3_M,Trump campaign,0,the Trump campaign,maxku,18-05-18 07:29,,,18,0.25,18,18
●,3_M,Lawsuit,0,the lawsuit,maxku,18-05-18 07:29,,,11,0.15,18,18
●,3_M,RUS,0,Russia,maxku,18-05-18 07:30,,,6,0.08,18,18
●,3_M,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,sues,maxku,18-05-18 09:51,"Trump campaign
RUS
Wikileaks",,4,0.05,1,1
●,3_M,Properties\Other\Other,0,alleging,maxku,18-05-18 09:52,Lawsuit,,8,0.11,1,1
●,3_M,Lawsuit,0,sues,maxku,18-05-18 09:52,,,4,0.05,1,1
●,3_M,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,targeting,maxku,18-05-18 09:52,"RUS
Trump campaign
Wikileaks",,9,0.12,2,2
●,3_M,Properties\Behaviour & character\Not trustworthy,0,conspiring,maxku,18-05-18 09:53,"Wikileaks
RUS
Trump campaign",,10,0.14,2,2
●,3_M,Properties\Power & Strength\Powerful & Leading,0,filed a lawsuit,maxku,18-05-18 09:53,Democrats,,15,0.21,3,3
●,3_M,Properties\Other\Other,0,alleging,maxku,18-05-18 09:54,Democrats,,8,0.11,3,3
●,3_M,Properties\Other\Other,0,alleges,maxku,18-05-18 09:54,Lawsuit,,7,0.1,4,4
●,3_M,Properties\Affection\Affection or empathy,0,"a ""willing and active partner""",maxku,18-05-18 09:54,RUS,,30,0.41,4,4
●,3_M,Properties\Power & Strength\Powerful & Leading,0,"active partner""",maxku,18-05-18 09:55,Trump campaign,,15,0.21,4,4
●,3_M,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,hurting,maxku,18-05-18 09:55,"RUS
Trump campaign",,7,0.1,4,4
●,3_M,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,the cyberattack,maxku,18-05-18 09:55,"RUS
Trump campaign",,15,0.21,4,4
●,3_M,Properties\Importance\Important & Intense,0,unprecedented,maxku,18-05-18 09:56,RUS interference into USA election,,13,0.18,5,5
●,3_M,Properties\Honor & patriotic values\Dishonor,0,treachery,maxku,18-05-18 09:57,RUS interference into USA election,,9,0.12,5,5
●,3_M,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,hostile,maxku,18-05-18 09:57,RUS,,7,0.1,5,5
●,3_M,Properties\Power & Strength\Powerful & Leading,0,bolster its own chance,maxku,18-05-18 09:57,Trump campaign,,22,0.3,5,5
●,3_M,RUS interference into USA election,0,hacked the DNC's computers,maxku,18-05-18 09:58,,,26,0.36,6,6
●,3_M,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,hurting,maxku,18-05-18 09:58,RUS,,7,0.1,6,6
●,3_M,RUS,0,Russian agents,maxku,18-05-18 09:58,,,14,0.19,6,6
●,3_M,USA\Democrats\Clinton,0,the Democratic presidential nominee,maxku,18-05-18 09:58,,,35,0.48,6,6
●,3_M,RUS interference into USA election,0,The cyberattack on the DNC's computers,maxku,18-05-18 09:59,,,38,0.52,7,7
●,3_M,Properties\Importance\Important & Intense,0,major component,maxku,18-05-18 09:59,RUS interference into USA election,,15,0.21,7,7
●,3_M,RUS,0,Russian intelligence agents,maxku,18-05-18 09:59,,,27,0.37,7,7
●,3_M,RUS interference into USA election,0,"hacked into DNC computer systems, stole DNC documents and emails",maxku,18-05-18 10:00,,,64,0.88,7,7
●,3_M,Wikileaks,0,WikiLeaks,maxku,18-05-18 10:00,,,9,0.12,7,7
●,3_M,RUS,0,Russian intelligence,maxku,18-05-18 10:00,,,20,0.27,7,7
●,3_M,USA\Democrats,0,the DNC,maxku,18-05-18 10:00,,,7,0.1,7,7
●,3_M,Properties\Other\Other,0,alleges,maxku,18-05-18 10:00,Democrats,,7,0.1,7,7
●,3_M,Properties\Quality\Functioning,0,successfully,maxku,18-05-18 10:07,RUS interference into USA election,,12,0.16,8,8
●,3_M,USA\Democrats,0,the Democratic Party,maxku,18-05-18 10:07,,,20,0.27,8,8
●,3_M,Properties\Safety\Unsafe,0,will be back,maxku,18-05-18 10:07,Democrats,,12,0.16,8,8
●,3_M,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,hacked,maxku,18-05-18 10:08,RUS,,6,0.08,8,8
●,3_M,Properties\Violence & Unfair\Victim (receiving violence),0,hacked,maxku,18-05-18 10:08,Democrats,,6,0.08,8,8
●,3_M,Properties\Power & Strength\Powerful & Leading,0,prevent future attacks,maxku,18-05-18 10:08,Democrats,,22,0.3,8,8
●,3_M,USA\Democrats,0,Perez,maxku,18-05-18 10:08,,,5,0.07,8,8
●,3_M,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,attacks on our democracy,maxku,18-05-18 10:08,RUS,,24,0.33,8,8
●,3_M,Properties\Power & Strength\Powerful & Leading,0,exactly what we’re doing today,maxku,18-05-18 10:09,Democrats,,30,0.41,8,8
●,3_M,Properties\Behaviour & character\Confident,0,exactly what we’re doing today,maxku,18-05-18 10:09,Democrats,,30,0.41,8,8
●,3_M,Trump campaign,0,Trump's campaign,maxku,18-05-18 10:09,,,16,0.22,9,9
●,3_M,USA\Republicans,0,Trump's campaign manager,maxku,18-05-18 10:09,,,24,0.33,9,9
●,3_M,USA\Republicans,0,Brad Parscale,maxku,18-05-18 10:09,,,13,0.18,9,9
●,3_M,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,frivolous,maxku,18-05-18 10:09,Lawsuit,,9,0.12,9,9
●,3_M,Trump campaign,0,the campaign,maxku,18-05-18 10:10,,,12,0.16,9,9
●,3_M,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,fight back aggressively,maxku,18-05-18 10:10,Trump campaign,,23,0.32,9,9
●,3_M,Properties\Power & Strength\Weak & Following,0,fight back aggressively,maxku,18-05-18 10:10,Trump campaign,,23,0.32,9,9
●,3_M,USA\Republicans\Trump,0,Trump,maxku,18-05-18 10:10,,,5,0.07,9,9
●,3_M,RUS,0,Russia,maxku,18-05-18 10:10,,,6,0.08,9,9
●,3_M,Lawsuit,0,a sham lawsuit,maxku,18-05-18 10:11,,,14,0.19,10,10
●,3_M,Properties\Behaviour & character\Not trustworthy,0,sham,maxku,18-05-18 10:11,Lawsuit,,4,0.05,10,10
●,3_M,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,bogus,maxku,18-05-18 10:11,Lawsuit,,5,0.07,10,10
●,3_M,Lawsuit,0,a bogus Russian collusion claim,maxku,18-05-18 10:11,,,31,0.43,10,10
●,3_M,RUS interference into USA election,0,Russian collusion,maxku,18-05-18 10:11,,,17,0.23,10,10
●,3_M,Properties\Power & Strength\Weak & Following,0,desperate,maxku,18-05-18 10:11,Democrats,,9,0.12,10,10
●,3_M,Properties\Quality\Bad Quality,0,dysfunctional,maxku,18-05-18 10:11,Democrats,,13,0.18,10,10
●,3_M,Properties\Economy\Negative - economy,0,insolvent,maxku,18-05-18 10:12,Democrats,,9,0.12,10,10
●,3_M,USA\Republicans,0,Parscale,maxku,18-05-18 10:12,,,8,0.11,10,10
●,3_M,Lawsuit,0,this lawsuit,maxku,18-05-18 10:12,,,12,0.16,10,10
●,3_M,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,frivolous,maxku,18-05-18 10:12,Lawsuit,,9,0.12,10,10
●,3_M,Properties\Quality\Bad Quality,0,will be dismissed,maxku,18-05-18 10:15,Lawsuit,,17,0.23,10,10
●,3_M,USA\Democrats,0,the DNC,maxku,18-05-18 10:15,,,7,0.1,10,10
●,3_M,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,created an opportunity for us to take aggressive discovery,maxku,18-05-18 10:15,Democrats,,58,0.8,10,10
●,3_M,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,take aggressive discovery,maxku,18-05-18 10:16,Republicans,,25,0.34,10,10
●,3_M,Lawsuit,0,claims of ‘damages’,maxku,18-05-18 10:16,,,19,0.26,10,10
●,3_M,Properties\Behaviour & character\Not trustworthy,0,acts of corruption,maxku,18-05-18 10:16,Democrats,,18,0.25,10,10
●,3_M,USA\Republicans\Trump,0,Trump,maxku,18-05-18 10:16,,,5,0.07,11,11
●,3_M,Properties\Other\Other,0,can be good,maxku,18-05-18 10:16,Lawsuit,,11,0.15,11,11
●,3_M,Trump campaign,0,the Trump campaign,maxku,18-05-18 10:28,,,18,0.25,11,11
●,3_M,Properties\Power & Strength\Weak & Following,0,counter sue,maxku,18-05-18 10:28,Trump campaign,,11,0.15,11,11
●,3_M,USA\Democrats,0,the DNC,maxku,18-05-18 10:28,,,7,0.1,11,11
●,3_M,USA\Democrats,0,Debbie Wasserman Schultz,maxku,18-05-18 10:29,,,24,0.33,11,11
●,3_M,USA\Democrats,0,Wendy Wasserman Schultz,maxku,18-05-18 10:29,,,23,0.32,11,11
●,3_M,Wikileaks,0,Wikileaks,maxku,18-05-18 10:29,,,9,0.12,12,12
●,3_M,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,incorrectly referred to,maxku,18-05-18 10:29,Trump,,23,0.32,11,11
●,3_M,USA\Democrats,0,the DNC,maxku,18-05-18 10:29,,,7,0.1,12,12
